landseg,landuse,thisyear,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
A42071,hwm,1982,0.1685,0.1902,0.1839,0.2239,0.5366,0.9107,0.908,0.8157,0.6443,0.1489,0.1462,0.1556
A42075,hwm,1982,0.2515,0.2515,0.2424,0.2341,0.188,0.5549,0.8891,0.8065,0.655,0.2247,0.2217,0.2239
A42079,hwm,1982,0.3647,0.3647,0.3586,0.3532,0.222,0.5154,0.799,0.7192,0.5902,0.2692,0.2947,0.3123
A42081,hwm,1982,0.3197,0.3197,0.3128,0.3065,0.207,0.5277,0.8327,0.7511,0.6125,0.2485,0.2645,0.2766
A42083,hwm,1982,0.2567,0.2567,0.2511,0.2463,0.1737,0.5174,0.8631,0.773,0.6149,0.1937,0.2119,0.2219
A42087,hwm,1982,0.2307,0.2307,0.2249,0.2198,0.1641,0.5224,0.8813,0.7897,0.6255,0.1798,0.1937,0.2009
A42093,hwm,1982,0.3992,0.3992,0.388,0.3774,0.2605,0.5668,0.8104,0.745,0.6366,0.3416,0.3403,0.35
A42097,hwm,1982,0.3493,0.3493,0.3409,0.3332,0.2262,0.5408,0.8235,0.7476,0.6199,0.2817,0.2922,0.3036
A42099,hwm,1982,0.3638,0.3638,0.3579,0.3526,0.2209,0.5138,0.7986,0.7183,0.5888,0.2672,0.2935,0.3113
A42105,hwm,1982,0.3622,0.3622,0.3574,0.3534,0.2149,0.5019,0.7922,0.7093,0.5767,0.255,0.2879,0.308
A42107,hwm,1982,0.4038,0.4038,0.399,0.3948,0.2328,0.4995,0.7664,0.6872,0.5656,0.2826,0.3192,0.3425
A42109,hwm,1982,0.3608,0.3608,0.3552,0.3503,0.218,0.5105,0.7982,0.717,0.5859,0.262,0.2899,0.3082
A42111,hwm,1982,0.4055,0.4055,0.4005,0.3962,0.2341,0.5008,0.7663,0.6874,0.5666,0.285,0.321,0.3441
A42113,hwm,1982,0.2558,0.2558,0.2502,0.2454,0.1733,0.5175,0.8637,0.7736,0.6152,0.1932,0.2112,0.2212
A42115,hwm,1982,0.2056,0.2056,0.1997,0.1946,0.1537,0.5248,0.8974,0.8038,0.6333,0.164,0.1751,0.1803
A42117,hwm,1982,0.2738,0.2738,0.2683,0.2635,0.181,0.5162,0.8524,0.7638,0.6101,0.2049,0.2247,0.2361
A42119,hwm,1982,0.3095,0.3095,0.3019,0.2951,0.2053,0.5345,0.8429,0.7617,0.6217,0.2474,0.259,0.2691
A42127,hwm,1982,0.087,0.087,0.0802,0.0743,0.1074,0.5422,0.95,0.8755,0.6761,0.095,0.0897,0.0835
A42131,hwm,1982,0.1892,0.1892,0.183,0.1777,0.148,0.5287,0.9094,0.815,0.6408,0.1559,0.1639,0.1671
A42133,hwm,1982,0.2741,0.3161,0.3088,0.3447,0.5302,0.8343,0.8348,0.7552,0.615,0.2257,0.2253,0.2494
A47091,hwm,1982,0.1017,0.1017,0.095,0.0892,0.1132,0.5401,0.95,0.8666,0.6708,0.1036,0.1003,0.0955
A47163,hwm,1982,0.103,0.103,0.0963,0.0905,0.1137,0.5399,0.95,0.8659,0.6704,0.1043,0.1012,0.0965
A51001,hwm,1982,0.445,0.4891,0.464,0.5125,0.5685,0.7488,0.829,0.8047,0.7159,0.4847,0.4107,0.4191
A51003,hwm,1982,0.1517,0.1633,0.1535,0.1985,0.5486,0.9315,0.9451,0.8585,0.6824,0.167,0.1466,0.1448
A51005,hwm,1982,0.0759,0.0759,0.069,0.063,0.1031,0.5438,0.95,0.8822,0.6801,0.0886,0.0817,0.0744
A51007,hwm,1982,0.4219,0.4726,0.4537,0.4961,0.5522,0.7516,0.804,0.7643,0.6683,0.4188,0.3724,0.392
A51009,hwm,1982,0.1036,0.1036,0.0968,0.091,0.1142,0.5404,0.95,0.866,0.6708,0.1053,0.1019,0.0971
A51011,hwm,1982,0.3235,0.3752,0.3675,0.4014,0.5269,0.7983,0.7997,0.7259,0.6002,0.2607,0.2618,0.2931
A51013,hwm,1982,0.3795,0.4509,0.4474,0.4735,0.5093,0.7466,0.7281,0.6509,0.5415,0.2623,0.2871,0.3376
A51015,hwm,1982,0.2049,0.2049,0.1987,0.1934,0.1546,0.5276,0.8995,0.8065,0.6363,0.166,0.1756,0.1801
A51017,hwm,1982,0.1053,0.1053,0.0986,0.0928,0.1146,0.5395,0.95,0.8645,0.6695,0.1057,0.1029,0.0984
A51019,hwm,1982,0.1923,0.2201,0.2143,0.2525,0.5328,0.8917,0.8862,0.795,0.6306,0.1598,0.1613,0.1759
A51021,hwm,1982,0.1045,0.1045,0.0977,0.092,0.1142,0.5397,0.95,0.865,0.6698,0.1052,0.1023,0.0977
A51023,hwm,1982,0.1593,0.1593,0.153,0.1476,0.1357,0.5316,0.9286,0.8318,0.65,0.1371,0.1418,0.1425
A51025,hwm,1982,0.3945,0.4347,0.4132,0.46,0.5623,0.7781,0.8427,0.8057,0.7018,0.4223,0.362,0.3709
A51027,hwm,1982,0.1521,0.1521,0.1458,0.1403,0.1329,0.5327,0.9334,0.8362,0.6526,0.1329,0.1366,0.1366
A51029,hwm,1982,0.3726,0.4344,0.4267,0.4582,0.5227,0.7618,0.7629,0.6941,0.5829,0.293,0.2971,0.3362
A51031,hwm,1982,0.351,0.4045,0.3948,0.4297,0.5306,0.7826,0.7932,0.7265,0.609,0.2956,0.2888,0.3195
A51033,hwm,1982,0.3658,0.4012,0.3803,0.4278,0.5629,0.798,0.8599,0.8185,0.7061,0.3982,0.3391,0.345
A51035,hwm,1982,0.1073,0.1073,0.1006,0.0948,0.1153,0.5392,0.95,0.8633,0.6688,0.1068,0.1043,0.1
A51036,hwm,1982,0.3888,0.4324,0.4133,0.4575,0.5555,0.7766,0.83,0.7872,0.6815,0.3984,0.3492,0.3631
A51037,hwm,1982,0.348,0.4042,0.3961,0.4292,0.5258,0.7808,0.7837,0.7131,0.5947,0.2797,0.2807,0.315
A51041,hwm,1982,0.4493,0.4975,0.4742,0.5204,0.5629,0.7415,0.8136,0.786,0.6983,0.4729,0.4075,0.4209
A51043,hwm,1982,0.2185,0.2185,0.2116,0.2056,0.1634,0.5334,0.8952,0.8047,0.6395,0.1811,0.1882,0.1925
A51045,hwm,1982,0.1146,0.1146,0.1079,0.1022,0.1182,0.5382,0.95,0.8589,0.6662,0.1111,0.1095,0.106
A51047,hwm,1982,0.1991,0.225,0.2174,0.2574,0.5375,0.8908,0.8933,0.8066,0.6443,0.1789,0.1724,0.1839
A51049,hwm,1982,0.3035,0.3466,0.3366,0.3743,0.5355,0.8186,0.8309,0.7599,0.6285,0.2668,0.2556,0.2781
A51051,hwm,1982,0.1574,0.1574,0.1511,0.1456,0.1349,0.5319,0.9299,0.833,0.6507,0.136,0.1404,0.1409
A51053,hwm,1982,0.4119,0.4502,0.4257,0.4752,0.5696,0.772,0.8499,0.8209,0.7222,0.458,0.3848,0.3894
A51057,hwm,1982,0.3887,0.4347,0.4168,0.4596,0.5517,0.7737,0.8213,0.7758,0.67,0.3879,0.3447,0.3617
A51059,hwm,1982,0.1168,0.1256,0.1181,0.1621,0.5446,0.95,0.95,0.8601,0.6736,0.1249,0.1133,0.1116
A51061,hwm,1982,0.2081,0.2336,0.2248,0.2657,0.5404,0.8869,0.895,0.8119,0.6523,0.195,0.1832,0.1932
A51063,hwm,1982,0.1076,0.1076,0.1009,0.0951,0.1154,0.5392,0.95,0.8631,0.6687,0.107,0.1045,0.1003
A51065,hwm,1982,0.4342,0.5042,0.494,0.5254,0.5246,0.7217,0.7334,0.6761,0.5831,0.3536,0.35,0.393
A51067,hwm,1982,0.162,0.1834,0.1776,0.2173,0.5356,0.9143,0.9093,0.8151,0.6419,0.1403,0.1397,0.1494
A51069,hwm,1982,0.2446,0.2446,0.2388,0.2338,0.1696,0.5207,0.8722,0.7816,0.6208,0.1881,0.2038,0.2123
A51071,hwm,1982,0.0944,0.0944,0.0876,0.0818,0.1103,0.5411,0.95,0.8711,0.6735,0.0993,0.095,0.0895
A51073,hwm,1982,0.3428,0.3706,0.3482,0.3986,0.5693,0.8186,0.8875,0.847,0.728,0.3954,0.3278,0.3264
A51075,hwm,1982,0.3824,0.434,0.4198,0.4585,0.5413,0.7698,0.8006,0.7467,0.6388,0.3534,0.3272,0.3521
A51077,hwm,1982,0.0955,0.0955,0.0888,0.0829,0.1108,0.541,0.95,0.8704,0.6731,0.1,0.0958,0.0905
A51079,hwm,1982,0.0815,0.0861,0.0802,0.124,0.5427,0.95,0.95,0.8681,0.6711,0.088,0.0821,0.0788
A51081,hwm,1982,0.2923,0.3108,0.2891,0.3412,0.5719,0.8547,0.9215,0.8746,0.7406,0.3575,0.2895,0.2815
A51083,hwm,1982,0.3998,0.4541,0.4394,0.4778,0.5412,0.758,0.7908,0.7397,0.6369,0.3687,0.3414,0.3678
A51085,hwm,1982,0.3897,0.4322,0.4125,0.4574,0.5573,0.7775,0.8338,0.7925,0.687,0.4043,0.3521,0.3646
A51087,hwm,1982,0.3585,0.395,0.3755,0.4217,0.5594,0.8001,0.8558,0.8108,0.6961,0.382,0.3289,0.337
A51089,hwm,1982,0.2602,0.2976,0.2894,0.3271,0.5341,0.8468,0.8516,0.7725,0.6283,0.2242,0.2185,0.2382
A51091,hwm,1982,0.1449,0.1449,0.1385,0.133,0.13,0.5337,0.9383,0.8405,0.6552,0.1287,0.1314,0.1307
A51093,hwm,1982,0.2958,0.3243,0.3074,0.3536,0.557,0.8406,0.8849,0.8279,0.6947,0.3193,0.2747,0.2791
A51095,hwm,1982,0.4153,0.4636,0.4441,0.4875,0.5545,0.7579,0.813,0.7739,0.676,0.4194,0.3698,0.3869
A51097,hwm,1982,0.3851,0.4282,0.4092,0.4535,0.5555,0.7791,0.832,0.7886,0.6818,0.395,0.3462,0.3598
A51099,hwm,1982,0.3619,0.3999,0.3808,0.4264,0.5578,0.7966,0.8502,0.8046,0.691,0.3806,0.3298,0.3395
A51101,hwm,1982,0.3775,0.4165,0.3962,0.4424,0.5601,0.7878,0.8469,0.8055,0.6965,0.4009,0.3454,0.3546
A51103,hwm,1982,0.4008,0.445,0.4249,0.4697,0.5574,0.77,0.8279,0.7884,0.6863,0.4144,0.3613,0.3748
A51105,hwm,1982,0.1334,0.1334,0.1265,0.1204,0.1276,0.5401,0.9489,0.8514,0.6643,0.1264,0.1248,0.1221
A51107,hwm,1982,0.2328,0.2613,0.2514,0.2925,0.5415,0.8711,0.8839,0.8055,0.6533,0.22,0.2047,0.216
A51109,hwm,1982,0.2881,0.3292,0.3199,0.3575,0.5351,0.8286,0.8383,0.7645,0.6285,0.2517,0.2425,0.2639
A51111,hwm,1982,0.3591,0.3889,0.3658,0.4162,0.5702,0.8082,0.8805,0.8433,0.729,0.4124,0.3422,0.3416
A51113,hwm,1982,0.119,0.13,0.1234,0.1662,0.5417,0.9482,0.9472,0.8504,0.6645,0.1188,0.1117,0.1126
A51115,hwm,1982,0.3334,0.3574,0.334,0.386,0.5731,0.8279,0.9016,0.8623,0.7405,0.3976,0.3246,0.3193
A51117,hwm,1982,0.4063,0.4501,0.4292,0.4747,0.5593,0.7678,0.8293,0.7921,0.6916,0.4246,0.3681,0.3805
A51119,hwm,1982,0.396,0.4387,0.4184,0.4637,0.5586,0.7742,0.8333,0.794,0.6904,0.4135,0.3588,0.3709
A51121,hwm,1982,0.1136,0.1136,0.104,0.0952,0.1319,0.5699,0.95,0.8855,0.6994,0.1398,0.1205,0.1105
A51125,hwm,1982,0.2321,0.2321,0.2246,0.2178,0.1724,0.5397,0.8911,0.8033,0.6433,0.1968,0.2011,0.205
A51127,hwm,1982,0.3834,0.4276,0.4094,0.4528,0.5533,0.7785,0.8279,0.7827,0.6753,0.3875,0.3422,0.3574
A51131,hwm,1982,0.5442,0.6117,0.588,0.6299,0.5555,0.6715,0.744,0.7266,0.6669,0.5373,0.4766,0.5045
A51133,hwm,1982,0.4194,0.4711,0.4528,0.4945,0.5502,0.7517,0.8008,0.7593,0.6625,0.4112,0.3681,0.3891
A51135,hwm,1982,0.3505,0.3881,0.37,0.4149,0.5557,0.8027,0.8518,0.8029,0.6858,0.3648,0.3181,0.3284
A51137,hwm,1982,0.2169,0.2465,0.2389,0.278,0.536,0.8775,0.8799,0.7951,0.6381,0.1907,0.1853,0.1995
A51139,hwm,1982,0.2545,0.2545,0.2486,0.2434,0.1746,0.5217,0.867,0.7776,0.6198,0.1962,0.2118,0.2208
A51141,hwm,1982,0.154,0.154,0.1434,0.1336,0.1536,0.5776,0.95,0.8723,0.6989,0.1758,0.1545,0.1457
A51143,hwm,1982,0.4383,0.4988,0.4832,0.5208,0.5407,0.7315,0.7683,0.723,0.6316,0.4016,0.3723,0.4026
A51145,hwm,1982,0.2669,0.3004,0.2893,0.33,0.542,0.8484,0.8661,0.7937,0.6516,0.2519,0.2333,0.2472
A51147,hwm,1982,0.337,0.3844,0.3729,0.4106,0.5371,0.7971,0.8159,0.7515,0.6301,0.3011,0.285,0.3092
A51149,hwm,1982,0.3351,0.3618,0.3397,0.3902,0.5692,0.8237,0.8916,0.8498,0.7284,0.3884,0.3214,0.3194
A51153,hwm,1982,0.1861,0.2074,0.1988,0.2406,0.5416,0.9028,0.91,0.8241,0.6581,0.1786,0.1666,0.1736
A51155,hwm,1982,0.1347,0.1347,0.1283,0.1227,0.1261,0.5352,0.9451,0.8467,0.6589,0.1228,0.1241,0.1224
A51157,hwm,1982,0.1632,0.1861,0.1809,0.2199,0.5336,0.9119,0.9039,0.8085,0.6356,0.1358,0.1383,0.1497
A51159,hwm,1982,0.4164,0.4691,0.4518,0.4925,0.5478,0.7519,0.7968,0.7531,0.6553,0.4017,0.3627,0.3854
A51161,hwm,1982,0.2206,0.2206,0.2147,0.2097,0.1596,0.5227,0.8874,0.7948,0.6279,0.1727,0.1859,0.1924
A51163,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51165,hwm,1982,0.1391,0.1391,0.1323,0.1264,0.1293,0.538,0.9443,0.8469,0.6609,0.1285,0.1284,0.1265
A51167,hwm,1982,0.0999,0.0999,0.0931,0.0873,0.1125,0.5403,0.95,0.8677,0.6715,0.1025,0.099,0.094
A51169,hwm,1982,0.1031,0.1031,0.0964,0.0906,0.1137,0.5399,0.95,0.8658,0.6703,0.1044,0.1013,0.0966
A51171,hwm,1982,0.2455,0.2455,0.2388,0.2329,0.1742,0.53,0.8774,0.7889,0.6303,0.1973,0.2078,0.2146
A51173,hwm,1982,0.088,0.088,0.0812,0.0753,0.1078,0.5421,0.95,0.8749,0.6758,0.0956,0.0904,0.0843
A51175,hwm,1982,0.2555,0.2755,0.2586,0.3068,0.5606,0.8707,0.9156,0.8546,0.7095,0.2932,0.2459,0.2438
A51177,hwm,1982,0.3321,0.372,0.3571,0.3991,0.5477,0.8088,0.8432,0.7855,0.6629,0.326,0.2935,0.3087
A51179,hwm,1982,0.3075,0.3414,0.326,0.3698,0.5513,0.8282,0.8652,0.8061,0.6762,0.314,0.2776,0.2876
A51181,hwm,1982,0.3506,0.3871,0.3685,0.4141,0.5575,0.804,0.8558,0.8082,0.6912,0.3698,0.3203,0.3292
A51183,hwm,1982,0.3696,0.4033,0.3812,0.43,0.5664,0.7982,0.866,0.8279,0.7167,0.4115,0.3464,0.3497
A51185,hwm,1982,0.1191,0.1191,0.1124,0.1068,0.1199,0.5375,0.95,0.8562,0.6646,0.1137,0.1128,0.1096
A51187,hwm,1982,0.3891,0.3891,0.3799,0.3713,0.2469,0.5465,0.8039,0.7331,0.6176,0.3156,0.325,0.338
A51191,hwm,1982,0.0946,0.0946,0.0878,0.082,0.1104,0.5411,0.95,0.8709,0.6734,0.0995,0.0952,0.0897
A51193,hwm,1982,0.4099,0.4616,0.4444,0.4853,0.5479,0.7564,0.8007,0.756,0.6564,0.3963,0.3576,0.3796
A51195,hwm,1982,0.0813,0.0813,0.0744,0.0685,0.1052,0.5431,0.95,0.879,0.6782,0.0917,0.0856,0.0788
A51197,hwm,1982,0.144,0.144,0.1375,0.132,0.1297,0.5339,0.9389,0.8411,0.6556,0.1282,0.1307,0.13
A51199,hwm,1982,0.331,0.3313,0.2957,0.3624,0.6102,0.8586,0.95,0.95,0.8537,0.498,0.3665,0.3309
A51510,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51515,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51520,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51530,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51540,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51550,hwm,1982,0.4042,0.4483,0.4278,0.4729,0.5584,0.7685,0.8283,0.7901,0.689,0.4203,0.3653,0.3782
A51570,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51580,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51590,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51595,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51600,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51610,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51620,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51630,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51640,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51650,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51660,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51670,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51678,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51680,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51683,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51685,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51690,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51700,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51710,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51720,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51730,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51735,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51740,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51750,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51760,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51770,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51775,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51790,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51800,hwm,1982,0.312,0.339,0.3196,0.368,0.5632,0.8346,0.8903,0.8403,0.712,0.3508,0.2953,0.2961
A51810,hwm,1982,0.4272,0.4776,0.4579,0.501,0.5541,0.7495,0.8055,0.768,0.6736,0.4288,0.3791,0.3976
A51820,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51830,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51840,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A54003,hwm,1982,0.2315,0.2315,0.224,0.2174,0.1717,0.5388,0.891,0.8029,0.6424,0.1955,0.2002,0.2043
A54023,hwm,1982,0.1412,0.1412,0.1348,0.1293,0.1286,0.5343,0.9408,0.8428,0.6566,0.1266,0.1287,0.1277
A54027,hwm,1982,0.1706,0.1706,0.1644,0.159,0.1401,0.53,0.921,0.825,0.6459,0.1436,0.1499,0.1517
A54031,hwm,1982,0.1359,0.1359,0.1275,0.1199,0.1357,0.5557,0.95,0.863,0.6799,0.1426,0.1325,0.1269
A54037,hwm,1982,0.2083,0.2083,0.2011,0.1946,0.1609,0.5382,0.9041,0.8136,0.6466,0.1783,0.1821,0.1847
A54057,hwm,1982,0.1822,0.1822,0.1752,0.1691,0.1487,0.5375,0.9188,0.8256,0.6514,0.159,0.1617,0.1627
A54063,hwm,1982,0.1421,0.1421,0.1357,0.1302,0.1289,0.5341,0.9401,0.8422,0.6562,0.1271,0.1294,0.1285
A54065,hwm,1982,0.434,0.434,0.4298,0.4262,0.2429,0.4914,0.7439,0.6659,0.5508,0.2968,0.3396,0.3665
A54071,hwm,1982,0.0978,0.0978,0.0895,0.0822,0.1186,0.5563,0.95,0.8819,0.6885,0.1158,0.1032,0.0949
A54077,hwm,1982,0.2895,0.2895,0.2842,0.2796,0.1865,0.5126,0.841,0.7532,0.603,0.2128,0.2355,0.2487
A54093,hwm,1982,0.2679,0.2679,0.2624,0.2577,0.1781,0.5157,0.8556,0.7662,0.6108,0.2002,0.22,0.231
B24001,hwm,1982,0.2283,0.2283,0.2216,0.2156,0.1672,0.5319,0.8885,0.7987,0.6359,0.1868,0.1953,0.2005
B24021,hwm,1982,0.2204,0.2529,0.2465,0.2841,0.5321,0.8721,0.869,0.7819,0.6258,0.183,0.1835,0.2012
B37005,hwm,1982,0.1118,0.1118,0.1052,0.0994,0.1171,0.5386,0.95,0.8605,0.6672,0.1095,0.1076,0.1037
B37009,hwm,1982,0.1703,0.1703,0.164,0.1587,0.1399,0.53,0.9212,0.8252,0.6461,0.1434,0.1496,0.1514
B42001,hwm,1982,0.2751,0.3154,0.3071,0.3442,0.5332,0.8359,0.8411,0.7638,0.624,0.2349,0.2296,0.2514
B42009,hwm,1982,0.2645,0.2645,0.2585,0.2533,0.1788,0.521,0.8608,0.7722,0.617,0.2026,0.2192,0.229
B42015,hwm,1982,0.2337,0.2337,0.2279,0.223,0.1649,0.5212,0.8789,0.7873,0.6237,0.1808,0.1955,0.2033
B42027,hwm,1982,0.2869,0.2869,0.2808,0.2756,0.1886,0.5201,0.8472,0.7607,0.6114,0.2179,0.2362,0.2477
B42035,hwm,1982,0.2207,0.2207,0.213,0.206,0.1686,0.5428,0.8997,0.8114,0.6489,0.1915,0.1934,0.196
B42041,hwm,1982,0.2878,0.2878,0.282,0.2769,0.1883,0.5184,0.8456,0.7588,0.6094,0.2169,0.2364,0.2482
B42043,hwm,1982,0.3453,0.3453,0.338,0.3314,0.2194,0.5294,0.8188,0.7401,0.6088,0.2683,0.2849,0.2984
B42055,hwm,1982,0.2278,0.2278,0.2218,0.2167,0.1633,0.5236,0.8838,0.7921,0.6274,0.1788,0.1918,0.1987
B42079,hwm,1982,0.3647,0.3647,0.3586,0.3532,0.222,0.5154,0.799,0.7192,0.5902,0.2692,0.2947,0.3123
B42081,hwm,1982,0.3197,0.3197,0.3128,0.3065,0.207,0.5277,0.8327,0.7511,0.6125,0.2485,0.2645,0.2766
B42119,hwm,1982,0.3095,0.3095,0.3019,0.2951,0.2053,0.5345,0.8429,0.7617,0.6217,0.2474,0.259,0.2691
B42131,hwm,1982,0.1892,0.1892,0.183,0.1777,0.148,0.5287,0.9094,0.815,0.6408,0.1559,0.1639,0.1671
B51003,hwm,1982,0.1517,0.1633,0.1535,0.1985,0.5486,0.9315,0.9451,0.8585,0.6824,0.167,0.1466,0.1448
B51009,hwm,1982,0.1036,0.1036,0.0968,0.091,0.1142,0.5404,0.95,0.866,0.6708,0.1053,0.1019,0.0971
B51015,hwm,1982,0.2049,0.2049,0.1987,0.1934,0.1546,0.5276,0.8995,0.8065,0.6363,0.166,0.1756,0.1801
B51017,hwm,1982,0.1053,0.1053,0.0986,0.0928,0.1146,0.5395,0.95,0.8645,0.6695,0.1057,0.1029,0.0984
B51019,hwm,1982,0.1923,0.2201,0.2143,0.2525,0.5328,0.8917,0.8862,0.795,0.6306,0.1598,0.1613,0.1759
B51023,hwm,1982,0.1593,0.1593,0.153,0.1476,0.1357,0.5316,0.9286,0.8318,0.65,0.1371,0.1418,0.1425
B51035,hwm,1982,0.1073,0.1073,0.1006,0.0948,0.1153,0.5392,0.95,0.8633,0.6688,0.1068,0.1043,0.1
B51061,hwm,1982,0.2081,0.2336,0.2248,0.2657,0.5404,0.8869,0.895,0.8119,0.6523,0.195,0.1832,0.1932
B51067,hwm,1982,0.162,0.1834,0.1776,0.2173,0.5356,0.9143,0.9093,0.8151,0.6419,0.1403,0.1397,0.1494
B51071,hwm,1982,0.0944,0.0944,0.0876,0.0818,0.1103,0.5411,0.95,0.8711,0.6735,0.0993,0.095,0.0895
B51077,hwm,1982,0.0955,0.0955,0.0888,0.0829,0.1108,0.541,0.95,0.8704,0.6731,0.1,0.0958,0.0905
B51079,hwm,1982,0.0815,0.0861,0.0802,0.124,0.5427,0.95,0.95,0.8681,0.6711,0.088,0.0821,0.0788
B51091,hwm,1982,0.1449,0.1449,0.1385,0.133,0.13,0.5337,0.9383,0.8405,0.6552,0.1287,0.1314,0.1307
B51105,hwm,1982,0.1334,0.1334,0.1265,0.1204,0.1276,0.5401,0.9489,0.8514,0.6643,0.1264,0.1248,0.1221
B51113,hwm,1982,0.119,0.13,0.1234,0.1662,0.5417,0.9482,0.9472,0.8504,0.6645,0.1188,0.1117,0.1126
B51125,hwm,1982,0.2321,0.2321,0.2246,0.2178,0.1724,0.5397,0.8911,0.8033,0.6433,0.1968,0.2011,0.205
B51139,hwm,1982,0.2545,0.2545,0.2486,0.2434,0.1746,0.5217,0.867,0.7776,0.6198,0.1962,0.2118,0.2208
B51141,hwm,1982,0.154,0.154,0.1434,0.1336,0.1536,0.5776,0.95,0.8723,0.6989,0.1758,0.1545,0.1457
B51157,hwm,1982,0.1632,0.1861,0.1809,0.2199,0.5336,0.9119,0.9039,0.8085,0.6356,0.1358,0.1383,0.1497
B51161,hwm,1982,0.2206,0.2206,0.2147,0.2097,0.1596,0.5227,0.8874,0.7948,0.6279,0.1727,0.1859,0.1924
B51163,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
B51165,hwm,1982,0.1391,0.1391,0.1323,0.1264,0.1293,0.538,0.9443,0.8469,0.6609,0.1285,0.1284,0.1265
B51167,hwm,1982,0.0999,0.0999,0.0931,0.0873,0.1125,0.5403,0.95,0.8677,0.6715,0.1025,0.099,0.094
B51169,hwm,1982,0.1031,0.1031,0.0964,0.0906,0.1137,0.5399,0.95,0.8658,0.6703,0.1044,0.1013,0.0966
B51171,hwm,1982,0.2455,0.2455,0.2388,0.2329,0.1742,0.53,0.8774,0.7889,0.6303,0.1973,0.2078,0.2146
B51173,hwm,1982,0.088,0.088,0.0812,0.0753,0.1078,0.5421,0.95,0.8749,0.6758,0.0956,0.0904,0.0843
B51185,hwm,1982,0.1191,0.1191,0.1124,0.1068,0.1199,0.5375,0.95,0.8562,0.6646,0.1137,0.1128,0.1096
B51187,hwm,1982,0.3891,0.3891,0.3799,0.3713,0.2469,0.5465,0.8039,0.7331,0.6176,0.3156,0.325,0.338
B51191,hwm,1982,0.0946,0.0946,0.0878,0.082,0.1104,0.5411,0.95,0.8709,0.6734,0.0995,0.0952,0.0897
B51197,hwm,1982,0.144,0.144,0.1375,0.132,0.1297,0.5339,0.9389,0.8411,0.6556,0.1282,0.1307,0.13
